Date,Latitude,Longitude,CD1  (/km^2),CD2  (/km^2),CD3  (/km^2),CD4  (/km^2),WD1 (g/km^2) ,WD2 (g/km^2) ,WD3 (g/km^2) ,WD4 (g/km^2) ,Sea State,Source,Info,Comments,
9/6/2012,-25.0929,168.6825,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
10/6/2012,-26.289,167.0086,0.00,711.53,711.53,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
10/6/2012,-26.2961,166.9962,0.00,0.00,764.53,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
10/6/2012,-26.3028,166.9834,0.00,729.64,0.00,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
10/6/2012,-27.5323,165.1923,0.00,711.66,0.00,0.00,,,,,6,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
10/6/2012,-27.5442,165.1843,0.00,703.91,1407.82,0.00,,,,,6,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
10/6/2012,-27.5561,165.1763,0.00,0.00,697.16,0.00,,,,,6,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
15/06/2012,-35.649,155.0695,0.00,652.38,0.00,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
15/06/2012,-35.6615,155.0586,0.00,0.00,0.00,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
15/06/2012,-35.6732,155.0482,0.00,0.00,0.00,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
15/06/2012,-37.3779,153.5364,0.00,3595.34,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
15/06/2012,-37.3894,153.526,688.91,6889.05,2066.72,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
15/06/2012,-37.4107,153.5144,927.72,6494.05,927.72,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
16/06/2012,-42.286,148.9709,0.00,4592.44,918.49,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
16/06/2012,-42.2972,148.9603,0.00,922.26,922.26,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
16/06/2012,-42.3087,148.9488,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
17/06/2012,-42.8277,148.448,0.00,825.84,825.84,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
17/06/2012,-42.8371,148.4349,0.00,1525.02,1525.02,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
17/06/2012,-42.8448,148.4211,0.00,2289.16,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,117,trawl data
26/07/2012,-16.5692,145.7482,0.00,2056.70,0.00,0.00,,,,,2,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
26/07/2012,-16.5523,145.7586,1240.89,2895.40,413.63,0.00,,,,,2,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
26/07/2012,-16.5347,145.7419,0.00,3921.57,0.00,0.00,,,,,2,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
27/07/2012,-15.0181,145.3881,0.00,2304.10,0.00,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
27/07/2012,-14.9985,145.3829,0.00,3879.10,1293.03,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
27/07/2012,-14.9792,145.3785,0.00,12070.31,1448.44,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
27/07/2012,-13.6473,144.0824,0.00,2398.55,0.00,0.00,,,,,5,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
27/07/2012,-13.632,144.0713,0.00,478.31,478.31,0.00,,,,,5,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
27/07/2012,-13.6168,144.0593,0.00,1831.89,0.00,0.00,,,,,5,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
28/07/2012,-12.0222,143.2742,559.89,7278.56,1119.78,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
28/07/2012,-12.0031,143.2817,0.00,2870.35,717.59,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
28/07/2012,-11.9875,143.2887,940.08,5640.48,0.00,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
28/07/2012,-10.7537,142.3313,0.00,3500.37,437.55,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
28/07/2012,-10.7735,142.3012,446.47,0.00,0.00,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
28/07/2012,-10.7849,142.2847,0.00,921.75,460.87,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
29/07/2012,-12.2716,141.6273,0.00,1398.36,1398.36,0.00,,,,,6,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
29/07/2012,-12.2862,141.6233,0.00,520.09,1040.17,0.00,,,,,6,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
29/07/2012,-12.3042,141.6185,0.00,0.00,451.03,0.00,,,,,6,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
30/07/2012,-15.4937,141.0434,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
30/07/2012,-15.5085,141.0408,0.00,596.86,0.00,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
30/07/2012,-15.5245,141.0381,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
30/07/2012,-17.0539,140.7762,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
30/07/2012,-17.0659,140.7736,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,,trawl data
30/07/2012,-17.0782,140.7713,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Enterprise/Austral Fisheries Transit,24,trawl data
17/08/2012,-18.6526,119.489,0.00,1373.47,1373.47,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-18.6584,119.4751,0.00,557.06,557.06,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-18.6598,119.4604,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-18.8643,118.6698,0.00,0.00,2488.26,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-18.8687,118.652,0.00,555.28,555.28,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-18.8747,118.6334,0.00,0.00,534.66,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-18.9851,118.2031,0.00,2747.18,1648.31,0.00,,,,,3,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-18.99,118.1841,568.01,0.00,1136.03,0.00,,,,,3,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-18.9954,118.1656,0.00,571.98,571.98,0.00,,,,,3,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-19.1099,117.718,0.00,0.00,0.00,0.00,,,,,2,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-19.1137,117.6992,0.00,612.50,0.00,0.00,,,,,2,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-19.1174,117.6814,0.00,1854.75,0.00,0.00,,,,,2,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-19.43,115.9255,0.00,3401.79,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-19.4288,115.9437,0.00,599.91,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
17/08/2012,-19.4277,115.961,0.00,3373.57,674.71,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
19/08/2012,-20.0612,116.3759,553.48,4427.87,2767.42,0.00,,,,,2,J. Reisser,Solander/Trip 5597,,trawl data
19/08/2012,-20.0659,116.3518,0.00,4154.24,3115.68,0.00,,,,,2,J. Reisser,Solander/Trip 5597,,trawl data
19/08/2012,-20.0718,116.337,2885.34,31161.69,5193.62,0.00,,,,,2,J. Reisser,Solander/Trip 5597,,trawl data
19/08/2012,-20.3179,115.6619,0.00,2598.63,649.66,0.00,,,,,3,J. Reisser,Solander/Trip 5597,,trawl data
19/08/2012,-20.3236,115.6446,0.00,0.00,1244.97,0.00,,,,,3,J. Reisser,Solander/Trip 5597,,trawl data
19/08/2012,-20.3294,115.6287,0.00,0.00,654.31,0.00,,,,,3,J. Reisser,Solander/Trip 5597,,trawl data
22/08/2012,-19.7933,115.982,0.00,0.00,1241.92,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
22/08/2012,-19.8018,115.9652,0.00,532.35,1597.06,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
22/08/2012,-19.8139,115.9477,0.00,0.00,496.65,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
22/08/2012,-20.3848,115.1297,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
22/08/2012,-20.3983,115.1164,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
22/08/2012,-20.4033,115.1027,0.00,1294.44,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5597,,trawl data
25/08/2012,-21.8401,113.9183,0.00,8113.14,4732.67,0.00,,,,,2,J. Reisser,Solander/Trip 5597,,trawl data
25/08/2012,-21.8302,113.9318,0.00,1288.65,644.33,0.00,,,,,2,J. Reisser,Solander/Trip 5597,,trawl data
25/08/2012,-21.819,113.9455,0.00,3463.93,0.00,0.00,,,,,2,J. Reisser,Solander/Trip 5597,,trawl data
2/9/2013,-21.2024,115.4726,0.00,0.00,587.30,0.00,,,,,4,J. Reisser,Solander/Trip 5866,,trawl data
2/9/2013,-21.1987,115.4921,556.04,556.04,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5866,,trawl data
2/9/2013,-21.1906,115.5098,0.00,556.84,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5866,,trawl data
3/9/2013,-19.9658,117.0945,623.33,623.33,0.00,0.00,,,,,3,J. Reisser,Solander/Trip 5866,,trawl data
3/9/2013,-19.9509,117.1017,0.00,0.00,0.00,0.00,,,,,3,J. Reisser,Solander/Trip 5866,,trawl data
3/9/2013,-19.9363,117.1094,0.00,626.67,1880.02,0.00,,,,,3,J. Reisser,Solander/Trip 5866,,trawl data
3/9/2013,-18.7301,118.7413,562.58,2812.92,562.58,0.00,,,,,3,J. Reisser,Solander/Trip 5866,,trawl data
3/9/2013,-18.7177,118.7536,0.00,2485.01,2485.01,0.00,,,,,3,J. Reisser,Solander/Trip 5866,,trawl data
3/9/2013,-18.7053,118.7648,0.00,1263.41,3158.53,0.00,,,,,3,J. Reisser,Solander/Trip 5866,,trawl data
4/9/2013,-17.663,120.1319,33316.95,147546.50,39436.39,0.00,,,,,1,J. Reisser,Solander/Trip 5866,,trawl data
4/9/2013,-17.6541,120.1444,4178.74,47359.03,5571.65,0.00,,,,,1,J. Reisser,Solander/Trip 5866,,trawl data
4/9/2013,-17.6461,120.1562,0.00,6305.09,1261.02,0.00,,,,,1,J. Reisser,Solander/Trip 5866,,trawl data
5/9/2013,-15.2109,123.3237,0.00,771.55,1543.11,0.00,,,,,2,J. Reisser,Solander/Trip 5866,,trawl data
5/9/2013,-15.2024,123.3331,0.00,768.01,0.00,0.00,,,,,2,J. Reisser,Solander/Trip 5866,,trawl data
5/9/2013,-15.1943,123.3441,0.00,0.00,0.00,0.00,,,,,2,J. Reisser,Solander/Trip 5866,,trawl data
5/9/2013,-14.2914,124.7811,0.00,0.00,0.00,0.00,,,,,2,J. Reisser,Solander/Trip 5866,,trawl data
5/9/2013,-14.2834,124.7901,0.00,735.72,0.00,0.00,,,,,2,J. Reisser,Solander/Trip 5866,,trawl data
5/9/2013,-14.275,124.8004,0.00,0.00,783.97,0.00,,,,,2,J. Reisser,Solander/Trip 5866,,trawl data
7/9/2013,-13.7461,127.598,1241.15,620.58,620.58,0.00,,,,,2,J. Reisser,Solander/Trip 5866,,trawl data
7/9/2013,-13.7412,127.6131,0.00,0.00,0.00,0.00,,,,,2,J. Reisser,Solander/Trip 5866,,trawl data
7/9/2013,-13.7361,127.6277,0.00,0.00,0.00,0.00,,,,,2,J. Reisser,Solander/Trip 5866,,trawl data
7/9/2013,-12.8234,129.3859,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5866,,trawl data
7/9/2013,-12.8191,129.4002,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5866,,trawl data
7/9/2013,-12.8145,129.4155,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5866,,trawl data
8/9/2013,-12.414,130.1598,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5866,,trawl data
8/9/2013,-12.4086,130.1689,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5866,,trawl data
8/9/2013,-12.4039,130.1783,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Solander/Trip 5866,57,trawl data
8/6/2011,-34.4496,172.5043,,,,0.00,,,,0,4,J. Reisser,Southern Surveyor/ss2011_t02,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
8/6/2011,-34.6558,173.9083,,,,0.00,,,,0,4,J. Reisser,Southern Surveyor/ss2011_t02,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
8/6/2011,-34.8568,171.9522,,,,0.00,,,,0,4,J. Reisser,Southern Surveyor/ss2011_t02,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
9/6/2011,-37.3198,168.4993,,,,0.00,,,,0,6,J. Reisser,Southern Surveyor/ss2011_t02,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
9/6/2011,-37.5657,168.1478,,,,0.00,,,,0,5,J. Reisser,Southern Surveyor/ss2011_t02,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
10/6/2011,-38.9872,165.499,,,,0.00,,,,0,4,J. Reisser,Southern Surveyor/ss2011_t02,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
10/6/2011,-39.0537,165.0963,,,,0.00,,,,0,3,J. Reisser,Southern Surveyor/ss2011_t02,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
12/6/2011,-40.3355,157.595,,,,0.00,,,,0,3,J. Reisser,Southern Surveyor/ss2011_t02,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
12/6/2011,-40.473,156.6113,,,,0.00,,,,0,4,J. Reisser,Southern Surveyor/ss2011_t02,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
14/6/2011,-42.2173,150.2536,,,,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2011_t02,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
13/8/2011,-43.2618,145.2735,,,,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t03,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
13/8/2011,-42.9225,144.995,,,,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t03,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
14/8/2011,-40.2843,143.3303,,,,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t03,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
14/8/2011,-39.6825,143.0513,,,,4.76,,,,"4,884.00",5,J. Reisser,Southern Surveyor/ss2011_t03,"1 buoy, 1 hard plastic fragment","visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
16/8/2011,-36.1124,136.3708,,,,2.79,,,,27.9,6,J. Reisser,Southern Surveyor/ss2011_t03,1 hard plastic fragment,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
18/8/2011,-35.2483,129.634,,,,0.00,,,,0,5,J. Reisser,Southern Surveyor/ss2011_t03,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
18/8/2011,-35.1658,128.7305,,,,2.62,,,,26.2,3,J. Reisser,Southern Surveyor/ss2011_t03,1 hard plastic fragment,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
19/8/2011,-34.8472,124.575,,,,2.63,,,,26.3,5,J. Reisser,Southern Surveyor/ss2011_t03,1 hard plastic fragment,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
20/8/2011,-34.8935,120.5352,,,,0.00,,,,0,5,J. Reisser,Southern Surveyor/ss2011_t03,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
20/8/2011,-35.0805,119.6786,,,,9.57,,,,95.7,2,J. Reisser,Southern Surveyor/ss2011_t03,4 hard plastic fragments,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
21/8/2011,-35.4067,116.3392,,,,2.94,,,,29.4,6,J. Reisser,Southern Surveyor/ss2011_t03,1 hard plastic fragment,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
12/4/2012,-41.1126,148.8108,,,,0.00,,,,0,5,J. Reisser,Southern Surveyor/ss2012_t01,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
13/4/2012,-38.3263,149.7718,,,,0.00,,,,0,4,J. Reisser,Southern Surveyor/ss2012_t01,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
7/6/2012,-17.6009,177.4351,,,,68.18,,,,"2,149.50",1,J. Reisser,Southern Surveyor/ss2012_t03,"1 kitchen sponge, 5 soft plastic fragments, 1 shoe sole, 1 plastic bottle, 3 plastic bags, 1 styrofoam fragment, 6 hard plastic fragments","visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
7/6/2012,-17.9528,177.1627,,,,26.92,,,,538.65,1,J. Reisser,Southern Surveyor/ss2012_t03,"1 styrofoam fragment, 6 hard plastic fragments","visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
7/6/2012,-18.2483,176.8459,,,,7.89,,,,144.65,2,J. Reisser,Southern Surveyor/ss2012_t03,"2 plastic bags, 1 hard plastic fragment","visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
8/6/2012,-20.6834,174.2265,,,,0.00,,,,0,3,J. Reisser,Southern Surveyor/ss2012_t03,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
9/6/2012,-23.2345,171.2442,,,,0.00,,,,0,4,J. Reisser,Southern Surveyor/ss2012_t03,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
9/6/2012,-23.5707,170.7835,,,,0.00,,,,0,5,J. Reisser,Southern Surveyor/ss2012_t03,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
2015-06-12,-36.4095,154.3994,,,,0.00,,,,0,5,J. Reisser,Southern Surveyor/ss2012_t03,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
2017-06-12,-42.7485,148.5285,,,,0.00,,,,0,5,J. Reisser,Southern Surveyor/ss2012_t03,31,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
2/9/2013,-21.1825,115.5248,,,,0.00,,,,0,4,J. Reisser,Solander/Trip 5866,,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
3/9/2013,-19.9238,117.1168,,,,0.00,,,,0,3,J. Reisser,Solander/Trip 5866,2,"visual transects, 0.5-1 hour long, objects observed within 20m from the boat"
20/05/2008,42.9905,6.4062,,,,0.00,,,,0,0,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,42.9885,6.4672,,,,0.00,,,,0,0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,42.9862,6.4991,,,,0.00,,,,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,42.9768,6.5611,,,,1.96,,,,19.6,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,42.9666,6.6219,,,,0.00,,,,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,43.1411,6.973,,,,0.00,,,,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,43.1783,7.0104,,,,1.96,,,,19.6,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,43.2166,7.0478,,,,3.93,,,,196,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,43.2553,7.0859,,,,0.00,,,,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,43.2941,7.1243,,,,0.00,,,,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,43.3317,7.1611,,,,0.00,,,,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,43.369,7.1959,,,,0.00,,,,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,43.3928,7.1651,,,,3.93,,,,"2,044.70",2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,43.4076,7.0842,,,,7.86,,,,78.4,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
20/05/2008,43.4216,7.0155,,,,0.00,,,,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3823,6.9233,,,,0.00,,,,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3787,6.9794,,,,0.00,,,,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3758,7.0368,,,,5.89,,,,58.8,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3738,7.0925,,,,3.93,,,,39.2,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3722,7.1514,,,,7.86,,,,"1,902.60",0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.37,7.2031,,,,0.00,,,,0,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3742,7.2676,,,,5.89,,,,215.6,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3768,7.3375,,,,3.93,,,,196,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3649,7.3069,,,,1.96,,,,19.6,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3479,7.2387,,,,1.96,,,,176.4,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3303,7.1696,,,,0.00,,,,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3137,7.1019,,,,3.93,,,,39.2,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.2682,6.8859,,,,0.00,,,,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3027,6.9248,,,,3.93,,,,39.2,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3138,6.9668,,,,0.00,,,,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3481,6.9982,,,,0.00,,,,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
21/05/2008,43.3839,7.0298,,,,0.00,,,,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
22/05/2008,43.6879,7.4692,,,,0.00,,,,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
22/05/2008,43.6478,7.4976,,,,0.00,,,,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
22/05/2008,43.5176,7.5261,,,,0.00,,,,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
22/05/2008,43.504,7.4613,,,,25.54,,,,668.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.4819,7.0825,,,,0.00,,,,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.461,7.1332,,,,1.96,,,,176.4,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.4386,7.1908,,,,1.96,,,,19.6,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.4162,7.2492,,,,3.93,,,,39.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.3958,7.305,,,,3.93,,,,155.2,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.3766,7.36,,,,1.96,,,,"2,000.60",1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.3579,7.4172,,,,0.00,,,,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.3265,7.4256,,,,3.93,,,,468.8,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.305,7.376,,,,7.86,,,,194.4,0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.2652,7.3481,,,,19.65,,,,468.8,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.2194,7.368,,,,11.79,,,,117.6,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.1742,7.3873,,,,5.89,,,,58.8,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.1289,7.4073,,,,1.96,,,,19.6,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.0842,7.4281,,,,0.00,,,,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,43.0392,7.4493,,,,5.89,,,,331.6,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,42.9986,7.4472,,,,3.93,,,,39.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,42.9712,7.3914,,,,1.96,,,,176.4,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,42.8987,7.227,,,,0.00,,,,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,42.9062,7.1523,,,,5.89,,,,58.8,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,42.9132,7.0773,,,,3.93,,,,155.2,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,42.9216,6.9997,,,,0.00,,,,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,42.9304,6.9225,,,,0.00,,,,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,42.9398,6.8491,,,,0.00,,,,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,42.9471,6.7724,,,,0.00,,,,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,42.954,6.6971,,,,13.75,,,,137.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
23/05/2008,42.9649,6.6231,,,,0.00,,,,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,
